id,text,Joy,Fear,Anger,Sadness,Disgust,Surprise
11020,"At a Sm÷rgasbord table, a man mixed differnet kinds of picked  herrings with fruit salad.",0,0,0,0,1,
11021,When I gave birth to my son and saw that he was alive and that I  had managed it well.  He was born a month too early with a  malfunctioning lung.  This happened a year ago.,1,0,0,0,0,
11021,When I found out that my father had lung cancer and they did not  know how long he would live.,0,1,0,0,0,
11021,"When a colleague asked me for help at work, despite the fact  that he had more time to do it than I had.",0,0,1,0,0,
11021,When I did not get the salary increase that I had been expecting  and understood how little one's work was appreciated.,0,0,0,1,0,
11021,When I was weeding the garden I found a lizard in my hand.,0,0,0,0,1,
11022,"New year's eve 1983/1984, I met my girlfriend.  We stood on the  steps outside her parents home and I kissed her for the  first time.",1,0,0,0,0,
11022,"When I was stopped by plain clothes policemen because the car I  was driving had overturned on the Avenue.  I had been driving too  fast, and I was afraid when I was stopped, questionned and then  toild to go.  The situation ended happily since there were no  consequences.",0,1,0,0,0,
11022,The editor changed the heading of an article that I had written.   He considered the heading to be derogatory towards the person I had written  about.,0,0,1,0,0,
11022,"A close acquaintance of the family died of lung cancer.   Although it was expected, I still felt depressed.",0,0,0,1,0,
11022,"When I saw a picture, in the Gothenburg Post, of a totally  demolished car with two fatally injured passengers.  The car was  so badly damaged that they couldn't get the bodies out at the  scene of the accident.",0,0,0,0,1,
11023,When I got the loan for my studies.,1,0,0,0,0,
11023,I met intoxicated people with dubious intentions in a back alley  one Wednesday night.,0,1,0,0,0,
11023,On the T.V I saw a news feature on South Africa.  A policeman       attacked a group of black people with a whip.,0,0,1,0,0,
11023,The thought of having to read a boring book of 400 pages in  English.,0,0,0,1,0,
11023,Grovelling people.,0,0,0,0,1,
21009,"Observing someone in the cafeteria noisily gulping in his food,  having extremely bad manners.",0,0,0,0,1,
21010,When my sister - after a history of one abortion and one  stillbirth - gave birth to a perfectly healty boy.,1,0,0,0,0,
21010,"When my sister had the still born child, she was emotionally very  deep down, and it took her a long time to recover.",0,1,0,0,0,
21010,"We were starting a student project, and the teacher we talked to  was very negative and not very helpful.",0,0,1,0,0,
21010,"When my boyfriend openly let me down, preferring another girl.",0,0,0,1,0,
21010,"I felt some disgust for my boyfriend for a time, after he had  left me.",0,0,0,0,1,
21011,"Unexpected visit by a close friend, whom I hadn't seen for half a  year.",1,0,0,0,0,
21011,"I wandered by mistake into the safety zone of a shooting range,  and was shot at.",0,1,0,0,0,
21011,Being treated unfairly.,0,0,1,0,0,
21011,Breaking up with a girl.,0,0,0,1,0,
21011,Nothing.,0,0,0,0,1,
21012,"When I was accepted as a student at the college, not having  thought it possible.",1,0,0,0,0,
21012,"When I was the first to arrive at the scene after an accident,  and found that a close school friend had been killed.",0,1,0,0,0,
21012,"I was accused of having done something, which I hadn't and got  very angry.",0,0,1,0,0,
21012,When my grandmother died.,0,0,0,1,0,
21012,Not applicable.,0,0,0,0,1,
41019,"A couple of years ago during the summer holiday, I was fishing at  a lake with my husband.  Suddenly it started raining while the  sun was still shining. I experienced a feeling of joy, happiness  and fulfillment.  the whole nature was full of music.",1,0,0,0,0,
41019,"I was alone at home, in bed reading a womens' magazine in which  there were storiees of paranormal experiences.  My leg was  itching and I stretched my hand to scratch and I felt another  strange hand. (later I realized that it was the corner of the  blanket)",0,1,0,0,0,
41019,"I went to a lecture and once again it had been cancelled, this  was the second time.  One had a negative attitude towards the  lecturer. ",0,0,1,0,0,
41019,"I heard that a former superior of mine had died, I was later at  home home reading about it in the newspaper and I thought of our  interaction and how it was no longer possible.  The limited scope  of human life is sad.",0,0,0,1,0,
41019,"In the tram there was a fat, sickly looking woman in front of me  who was asking for directions in a thick voice.  When she got up to  go a disgusting smell of urine came from her.  I felt that I  would choke.",0,0,0,0,1,
41020,"I had a summer job in Sweden, and my boyfriend came to meet me on  my birthday.",1,0,0,0,0,
41020,"I went to practice in Sweden during summer, and I was afraid that  I would not do well.",0,1,0,0,0,
41020,"In the holiday cottage of our association, two of my pals came to  wake me up early one morning by bringing a radio played at the  highest volume into my room - it was the morning service at its  loudest.",0,0,1,0,0,
41020,My grandmother died suddenly last summer.,0,0,0,1,0,
41020,"My superior at the summer job swindled customers as much as he  could, and once put me in a difficult situation after which I  could not but detest him.",0,0,0,0,1,
41021,"I was told quite unexpectedly that one wanted me to become the  vice-chairman of our student organisation.  I was really  surprised and joy was the first emotion I felt, though behind it  there was worry - how shall I succeed ?",1,0,0,0,0,
41021,"Our tutorial group was soon to be divided, and we got a list of  names of freshmen, out of which five were to be in my group.  We  read the names and then each group went its own way to a seminar  room.  I wondered how I would cope with the new situation and if  I would succeed as a group leader.",0,1,0,0,0,
41021,"We were in a disco and the evening was not at all pleasant.   Despite my not knowing why, I was angry with my companion.  I let  him feel my bad humour as I cannot hide my feelings.",0,0,1,0,0,
41021,"My grandmother died, and my mother called me one sunday morning  in the Autumn.  The way my mother told me about it, I hated her  at that moment.  She sounded as if she had been waiting for the  death of my grandmother.  I had lost a person close to me.  I  felt guilty too as I had been bad to my grandmother of late.  I had not  remained calm when she no longer understood everything so well.",0,0,0,1,0,
41021,"At the underground station, a drunkard came to speak to me.  He  tried to ask me something but I did not answer so he began to  speak about me with his companion.  I detested this dirty  growling man.",0,0,0,0,1,
41061,"[ I sometimes quarrel with my mother because she blames me,  though I have not in any way been connected to some events.]",0,0,1,0,0,
41061,"After hearing about the death of my grandfather.  First I could  not believe it, but later I wept and felt the situation was  hopeless.  I felt lonely and wanted to be consolated.",0,0,0,1,0,
41061,"In the evening, while I was watching TV, my little brother came  in and started eating food he had brought from the kitchen while  I was trying to concentrate on the program.",0,0,0,0,1,
41062,"I met a dear friend of mine after a long time.  I expressed my feelings  in our own usual way, by mutual scolding and abusing (with  complete understanding) and by touching, patting and taking the  hand of the other person, etc...",1,0,0,0,0,
41062,"I felt fear of the purest kind after a car accident.  The  incident and images of horror kept coming back to my mind.  I  wondered what could have happened to my sister, my friend and me,  though nothing very serious actually happened.",0,1,0,0,0,
41062,"Two boys whom I know were telling me, in an indecent manner, how  they had teased a young and shy girl I know.  They had despised  her conviction, scorned and touched her.  I got very angry and  did not try to conceal it and gave it back to them.",0,0,1,0,0,
41062,"My sweetheart left me, or rather we decided to break it off by  mutual consent.  The consequences were - unrestrained weeping,  feelings of loneliness, hopelessness and disconsolation.  I felt  that I should find a friend, to talk to joyfully and to forget.",0,0,0,1,0,
41062,"Out of sheer curiosity, I went to see a pornographic movie in  Copenhagen.  The room was full of men, who panted and  masturbated.  Very disgusting.",0,0,0,0,1,
11063,When I won a tennis match.,1,0,0,0,0,
11063,When my dog ran out on thin ice last spring.,0,1,0,0,0,
11063,When my tennis match was interrupted because a kid cycled right  into the court.,0,0,1,0,0,
11063,[ No response.],0,0,0,1,0,
11063,[ No response.],0,0,0,0,1,
11065,Celebrations on the graduation day with the orchestra playing in  the garden ( I am a part of this orchestra).,1,0,0,0,0,
11065,Risk of being involved in a fight after a party.,0,1,0,0,0,
11065,After an exam which I failed.,0,0,0,1,0,
11065,[ Normally I do not feel disgusted.],0,0,0,0,1,
11066,When I met an old schhol friend (school love) who works in  Sk+vde.,1,0,0,0,0,
11066,"When I was cycling to school, I nearly got knocked down by a car  which (overtook me too closely) did not give me any swerving space.",0,1,0,0,0,
11066,"When I was deputy manager during the Summer, certain deputies  took liberties, more than what was normal.",0,0,1,0,0,
11066,"When I realized that my girlfriend, whom I like, and I were going  to separate.",0,0,0,1,0,
11066,Dog dirt which thaws in the spring.,0,0,0,0,1,
11067,Passed the last exam.,1,0,0,0,0,
11067,Was nearly knocked down by a car.,0,1,0,0,0,
11067,I reached the bus stop and realized that I had forgotten my bus  pass.,0,0,1,0,0,
11067,My current work load is too much.  The feeling comes back from  time to time.,0,0,0,1,0,
11067,[ Can not think of any situation.],0,0,0,0,1,
11070,When my one year old son gives me a spontaneous kiss.,1,0,0,0,0,
11070,When someone close to me is travelling by car and is delayed.,0,1,0,0,0,
11070,When someone does something wrong which affects me negatively.,0,0,1,0,0,
11070,When I think about my parents getting old.,0,0,0,1,0,
11070,[ Can not remember.],0,0,0,0,1,
11071,I was driving and a deer suddenly appeared in front of the  car when there was a lot of traffic behind me.,0,1,0,0,0,
11071,I saw a report on T.V news on apartheid in South Africa. ,0,0,1,0,0,
11071,[ No response.],0,0,0,1,0,
11071,[ No response.],0,0,0,0,1,
11072,When my girlfriend became pregnant.,1,0,0,0,0,
11072,When I nearly collided with another car.,0,1,0,0,0,
11072,The time when someone let the air out of the tyres of my cycle.,0,0,1,0,0,
11072,When I read a lot and did not remember anything.,0,0,0,1,0,
11072,[ No response.],0,0,0,0,1,
11073,[ No response.],1,0,0,0,0,
11073,[ No response.],0,1,0,0,0,
11073,[ No response.],0,0,1,0,0,
11073,Long illness.,0,0,0,1,0,
11024,When I passed an exam.,1,0,0,0,0,
11024,"When I was travelling by tram, I tripped and fell against the  door.  I thought that I was going to fall out.",0,1,0,0,0,
11024,When I missed the tram after having run for it.,0,0,1,0,0,
11024,The inability to read a book at college.,0,0,0,1,0,
11024,If a guy one is not interested in makes advances.,0,0,0,0,1,
11025,I worked at a lawyer's office during Summer and I got a very  good reference from him.,1,0,0,0,0,
11025,I had been watching a triller a dark night in the country and I  had to go the outside toilet on my own. ,0,1,0,0,0,
11025,"When I am accused of something I have not done, I get unbelievably  angry.",0,0,1,0,0,
11025,"When I began to read a thick book, which I had a limited time to  read.  Also when I have a lot of work to do and I cannot keep up.",0,0,0,1,0,
11025,Someone vomited on the street.,0,0,0,0,1,
11026,When I was finally qualified for my profession.,1,0,0,0,0,
11026,Someone attacked me with a knife.,0,1,0,0,0,
11026,Someone drove into my car and then denied that it had happened.,0,0,1,0,0,
11026,When I was told that my friend's wife had cancer.,0,0,0,1,0,
11026,When I saw a dog which had been knocked down by a car.,0,0,0,0,1,
11027,I stopped working (had a boring job).,1,0,0,0,0,
11027,"I was going home by car late one night when it was cold, dark and  windy.  I became rather panicky on the way to my house.",0,1,0,0,0,
11027,Quarrel in the family.,0,0,1,0,0,
11027,When I am alone in a room with no contact with anyone -  loneliness drains me.,0,0,0,1,0,
11027,When I was on holiday someone vomited in front of me.,0,0,0,0,1,
11028,When I get a hug from someone I love.,1,0,0,0,0,
11028,I was driving very fast on a small road and I met an oncoming car  in a right handed bend.  The other driver was on his own side of  the road and I had to skid out of it to avoid a collision.  It  was dark.,0,1,0,0,0,
11028,My car had been towed away by the traffic police because it had  been wrongly parked.  However the sign had been put up only after  I had already parked.,0,0,1,0,0,
11028,After an operation I had to stay in bed for a long time.,0,0,0,1,0,
11028,I was forced to stay in the canteen and eat the food that I had  not asked for but got it anyway.,0,0,0,0,1,
11029,When I won an unexpected sum of money.,1,0,0,0,0,
11029,My 2 year old daughter disappeared in a moment of inattention; I  was responsible for her.,0,1,0,0,0,
11029,A colleague asked me for some advice and as he did not have  enough confidence in me he asked a third person.,0,0,1,0,0,
11029,"I wanted to be pregnant and did not succeed, so I was depressed     at every menstruation.",0,0,0,1,0,
11029,"In a warm bus full of people, someone vomited and the whole bus  stank.",0,0,0,0,1,
11030,When I was at a party I met an old friend from an adult  education course.  We had not met for 2 years but had both thought  a lot about each other.  A wonderful experience. ,1,0,0,0,0,
11030,"When I was cycling through the park late one night, two people  jumped out of the woods and tried to stop me.  There were  shouting something at the same time.",0,1,0,0,0,
11030,When close relatives tried to dissuade me from studying  Psychology because of its low status.,0,0,1,0,0,
11030,I had a long discussion on politics with an acquaintance.  He  was more knowledgeable than me and I failed to explain my point  of view and was misunderstood so I felt depressed and left.,0,0,0,1,0,
11030,When I read a newspaper article on a young girl who had been  raped and assaulted one night by several men when she was unconscious.,0,0,0,0,1,
11031,When I recently got an appartment in central Gottenburg.,1,0,0,0,0,
11031,When I saw a large spider crawling up the wall.,0,1,0,0,0,
11031,My employer took too many aspirins for a bad back and also drank  an enormous amount of spirit.  This was dangerous  and he did  not understand that he had done anything wrong.,0,0,1,0,0,
11031,"When I left New York, and all my family and my friends behind me.",0,0,0,1,0,
11031,When I slept with a guy because my best friend wanted me to.   He had never had intercourse with anyone and had a terrible  complex about it.,0,0,0,0,1,
11032,When my son returned from mountaineering - healthy in body and  soul.,1,0,0,0,0,
11032,When one meets new people with whom one is forced to collaborate  with.,0,1,0,0,0,
11032,The sports fishermen who catch gulls instead of fish with their hooks.    It is often a mistake but it makes me angry.,0,0,1,0,0,
11032,I feel sad about an event I can not influence.,0,0,0,1,0,
11032,"When a member of the family complains about the food that is  served, it disgusts me.",0,0,0,0,1,
11033,When I was informed that I had been accepted as a student of  Psychology.,1,0,0,0,0,
11033,When I was in a little fishing boat and we ran into hard weather  in the open sea.,0,1,0,0,0,
11033,When I found out that the guy I was dating at a particular time  had a steady relationship going on with someone else for a long  time.,0,0,1,0,0,
11033,I felt sad and depressed when I heard that our cat had died.,0,0,0,1,0,
11033,"When I was working as a nurse in a mental hospital, a patient ate  up the contents of another patient's spitoon.",0,0,0,0,1,
11034,When I was acceptted as a student of psychology.,1,0,0,0,0,
11034,When my son has a pain in his leg (for no apparent reason).  ,0,1,0,0,0,
11034,"When, after a week at school, a teacher sent a note home saying  that my son was inattentive and unable to do his lessons.",0,0,1,0,0,
11034,When I thought that it was going to be impossible for me to start  studying (due to wrong information from the student advisor).,0,0,0,1,0,
11034,"At a certain person's lack of cleanliness, at home and  personally.",0,0,0,0,1,
11035,When my son was born.,1,0,0,0,0,
11035,When I nearly drowned in icy water wearing ice skates.  It was  difficult to get out.,0,1,0,0,0,
11035,When I was pointed out as a problem child in primary school and  my mother took the teacher's point of view.,0,0,1,0,0,
11035,When I was accused of neglecting work for the wrong reasons.,0,0,0,1,0,
11035,"My parents attitude towards each other when they should become  reconciled, despite my father's long-time addiction.",0,0,0,0,1,
11036,When I was reprimanded by the manager of the hotel where I  worked during Autumn 1984.,0,1,0,0,0,
11036,When my parents drove me to a nearby place and went home  immediately instead of waiting a few hours.  They could have  easily waited.,0,0,1,0,0,
11036,When my ex-girlfriend and I discovered that there was a certain risk  of her being pregnant.,0,0,0,1,0,
11036,When I was about to clean the draining board and saw it looked  underneath the sink (I live in a students hostel).,0,0,0,0,1,
11037,When my older sister told us that she was thinking of joining the  rest of the family for the winter sports holiday.,1,0,0,0,0,
11037,Slept in a chapel and in the middle of the night I realized that  there was someeone else in the chapel.  I never discovered who  it was and why he was there.,0,1,0,0,0,
11037,"When we were in high school a few guys sometimes provoked a  friend of mine.  They called her a pig and then grunted.  This  irritated most of the girls.  Once, one of the girls got angry at  my friend and said something nasty and this made me terribly  angry.",0,0,1,0,0,
11037,I talked to my boyfriend on the phone when I was in high spirits  and had a lot to tell him.  I had been looking forward to this  conversation and he did not listen to me to the extent that I  had anticipated.,0,0,0,1,0,
11037,A mother who shouts at her child for nothing.,0,0,0,0,1,
11038,When I got through the first day here at the department.,1,0,0,0,0,
11038,When I was cycling past a parked car someone opened the door and  nearly pushed me off my bike and into the traffic.,0,1,0,0,0,
11038,When my boyfriend sat up half the night playing computer games  with a friend.,0,0,1,0,0,
11038,When I had to leave my mother and my sister after a week's visit.,0,0,0,1,0,
11038,When I saw a big spider from very close.,0,0,0,0,1,
11039,When i was asked to be a child's godmother.,1,0,0,0,0,
11039,On the way down a ski slope which was difficult and steep.,0,1,0,0,0,
11039,When my mother interfered in my life.,0,0,1,0,0,
11039,When I was left alone one week-end without being prepared for  it.,0,0,0,1,0,
11039,The first time that I saw a surgeon cut off a leg and put it in a  black rubbish bag.,0,0,0,0,1,
11040,When my husband suddenly came to see me at my new job and  brought some flowers and cake with him.,1,0,0,0,0,
11040,When I was nearly attackad by a man who had been chasing me.,0,1,0,0,0,
11040,"When my father asked me if I was a communist, at the same time he  made it clear that I should no longer see myself as his daughter.",0,0,1,0,0,
11040,"When I applied for a job which I thought I had a good chance of  getting, I was not even granted an interview and did not get the  job.",0,0,0,1,0,
11040,T.V features showing the violation of defenceless people.,0,0,0,0,1,
11041,When we were able to afford a new sofa - a leather one which cost  SEK 20000.  I had waited for it for 2-3 years.,1,0,0,0,0,
11041,Vertigo - standing on a ladder and painting the house.,0,1,0,0,0,
11041,When my boss enrolled in a course to satisfy his own ends - to  trample on his associates.  I have the misfortune to have one of  my superiors in my course.,0,0,1,0,0,
11041,When I argue with my mother about the way she treats her two  children differently.,0,0,0,1,0,
11041,Spit and vomit.,0,0,0,0,1,
11042,"When I recently managed to get my first consulting assignment  \myself\"" i.e on my own initiative.""",1,0,0,0,0,
11042,I was within a hair's breadth of knocking down a drunkard who  suddenly ran into the street.  The fear came later when I      realized what could have happened.,0,1,0,0,0,
11042,"When my friend, as usual, forgot the tickets at home for a  performance.  We missed it.",0,0,1,0,0,
11042,"A study visit to a chicken factory : the butchery, the smell,  the environment and the noise.",0,0,0,0,1,
11043,When I was appointed to position of trust in a group set up to  change the working environment.,1,0,0,0,0,
11043,I was alone in a cottage I often stay in.  I was woken up by a  rustling sound in the middle of the night.,0,1,0,0,0,
11043,"When I tried to explain to a plumber, face to face, that the  toilet was broken and he did not believe it (it had been mended  ten times).",0,0,1,0,0,
11043,When the result of a project work was treated nonchalantly  intead of being criticized by the teacher.,0,0,0,1,0,
11043,When programmes on violence or pornography are shown on T.V.,0,0,0,0,1,
11044,After my girl and I talked things over our relationship changed  and became positive.  A diificult time turned into pleasant one.,1,0,0,0,0,
11044,When we could not land our plane and we knew that the fuel was  running out.  Bad weather had already frightened us.,0,1,0,0,0,
11044,When I read about Reagan's tactical decision concerning the  South African boycott.,0,0,1,0,0,
11044,When my half brother became seriously ill with cancer and died  later.,0,0,0,1,0,
11044,A film were a woman was attacked and raped.  One did not see the  worst but it had the desired effect - very strong.,0,0,0,0,1,
11045,"When I was offered a high position of trust, which I later  accepted.",1,0,0,0,0,
11045,I had the window open and the door was shut so that the kitten  would not go out.  My partner came in and started talking about  something and I forgot about the window and suddenly I saw the  kitten hanging from the window frame. I was rigid with fright  till I got hold of her.,0,1,0,0,0,
11045,Some noisy guests arrived at the hotel.  I had been slightly  irritated earlier.  At night when I was trying to sleep they were  having a party so I went and yelled at them.  I wanted to sleep  as I had to get up early the next day.,0,0,1,0,0,
11045,When I was told that I had not been successful in getting the job I  had been expecting.  I was sure that I was sufficiently  qualified.,0,0,0,1,0,
11045,When my cat vomited and a worm came out which was still alive.  I  was forced to wipe it up.,0,0,0,0,1,
11046,"[ Cycling in the spring sunshine gives me such delight.   Happiness is to be healthy, my wonderful finance.  Simply being  here on earth.]",1,0,0,0,0,
11046,"When my relationship with my family is very poor I often fear  being excluded from the group, a fear which is stronger in  situations when an argument is on hand.",0,1,0,0,0,
11046,"Recently when my sister, who is four years younger than me and  very spoiled, shouted at my mother for no apparent reason .  The  heart-broken expression on my mother's face made me feel very  angry.",0,0,1,0,0,
11046,"Disgust is a feeling that I have never experienced with peoplie  but , on the other hand, it has been with repulsive animals, i;e  snakes on T.V.",0,0,0,0,1,
11047,"On a boat trip to Denmark, 14 of us had a lot of fun and we  spent SEK 10 each on one armed bandits and against all odds we  won the jackpot of SEK 1000.",1,0,0,0,0,
11047,"A rainy day, I was cycling downhill and a car door suddenly  opened and while trying to avoid it the back wheels of my bike  got caught in the tram tracks.  I somersaulted but had no  injuries.",0,1,0,0,0,
