language,text,Anger,Disgust,Fear,Joy,Sadness,Surprise
Sundanese,"oh nya, di mana kitu A??",0,0,0,1,0,0
Sundanese,"Ulah kitu atuh mang, kritik ieu teh kudu ditarima lain dibales hate kitu. Goreng ka mamang nageh ke loba nu te resep. Sing bageur ka penonton teh atuh. Minimal ulah nyieun tersinggung.",1,1,0,0,0,0
Sundanese,Jawabna maafna loba mun Yamaha 6x teu percaya sook itung deui,0,0,0,0,0,0
Sundanese,"Kasih nu keneh pas ningali, batur pas direplay teh beneran ayaa, urang kalah kaget jng babaturan😲",0,0,0,1,0,1
Sundanese,"Ieu teh putri na kang Anton sanes,?",0,0,0,1,0,0
Sundanese,"Duuh, raoseun soantenna, geulis, paket komplit pissan, 😍",0,0,0,1,0,0
Sundanese,"Rosmayanti Dilisa hehe, di pami pamegetna gelis mah, pasti beurik bari mawa bedog.😅😅😅",0,0,0,1,0,0
Sundanese,"Kabeh kagum, kawin deui ngawur ngawur 😂",0,0,0,1,0,0
Sundanese,"Si kopidna ngalieur keun eteh, mana lisingna nanagih wae ngala duit hese 😁😁😂😂",0,0,0,1,0,0
Sundanese,"Mang coba atuh nyieun konten, 'ENTAH APA YANG MERASUKIMU', rame jigana",0,0,0,1,0,0
Sundanese,"Mudah2, aya kegiatannna nu ngaboga manfaat jeung barokah, manfaat pikeun anu narima na nu leuwih barokah, ngaluarkeun rezeki, nu gantian ku anu leuwih tinimbang anu di kaluarkeun.",0,0,0,1,0,0
Sundanese,"Ku ngadangu lagu ieu motivasi nu bangkit dina kapeurih aya, tapi",0,0,0,1,1,0
Sundanese,Vina anu d garut snes ieuthna?,0,0,0,1,0,1
Sundanese,"Kang disebut produk, eweuh duitan mah, ngawartos 😅",0,0,0,1,0,0
Sundanese,"Kasusna kitu ngini, Sunda Sunda ngadangu nyanyi Jawa, Kasusna kaku",0,1,0,0,1,1
Sundanese,Ti tasik ngan ewe,0,0,0,0,1,0
Sundanese,Teu cape lempang bari ngadeg mang😂,0,0,0,1,0,1
Sundanese,Teu cape lempang bari ngadeg ngawé😂,0,0,0,1,0,1
Sundanese,Kasus dana ieu teu ngajawab 😭😭😭,0,0,0,0,1,0
Sundanese,"Dana ieu teu ngajawab, kasusna 😭😭😭",0,0,0,0,1,0
Sundanese,Kasusna dana ieu teu ngajawab 😭😭😭,0,0,0,0,1,0
Sundanese,"Jangan nggak nggak, pokokna mah kudu dikeun 🙊🙈🙈",0,0,0,1,0,0
Sundanese,"Jangan nggak nggak, pokokna mah kudu dikeun, yaa 🙊🙈🙈",0,0,0,1,0,0
Sundanese,"Jangan nggak nggak, pokokna mah kudu dikeun, yaa yaa 🙊🙈🙈",0,0,0,1,0,0
Sundanese,"Jangan nggak nggak, pokokna mah kudu dikeun, yaa yaa yaa 🙊🙈🙈",0,0,0,1,0,0
Sundanese,Abdi bakal ngarasa sakit bila di miduakeun ku Azmy.,0,0,0,0,1,0
Sundanese,Abdi bakal ngarasa nyeri bila di miduakeun ku Azmy.,0,0,0,0,1,0
Sundanese,Abdi bakal ngarasa pahit bila di miduakeun ku Azmy.,0,0,0,0,1,0
Sundanese,Sabaraha greget aing jd urang Sunda? Kamari aing ningali polisi tidur. Terus?? Ku aing d salimutan 😁,0,0,0,1,0,0
Sundanese,Sabaraha greget aing jd urang Sunda? Kamari aing ningali polisi tidur. Terus?? Ku aing d salimutan 😁,0,0,0,1,0,0
Sundanese,Sabaraha greget aing jd urang Sunda? Kamari aing ningali polisi tidur. Terus?? Ku aing d salimutan 😁,0,0,0,1,0,0
Sundanese,Sabaraha greget aing jd urang Sunda? Kamari aing ningali polisi tidur. Terus?? Ku aing d salimutan 😁,0,0,0,1,0,0
Sundanese,Sabaraha greget aing jd urang Sunda? Kamari aing ningali polisi tidur. Terus?? Ku aing d salimutan 😁,0,0,0,1,0,0
Sundanese,Kasih loba nu ngadeg iklan? Kalah langsung iklan😅,0,0,0,1,0,0
Sundanese,Kasih loba nu ngadeg iklan? Kalah langsung iklan😅,0,0,0,1,0,0
Sundanese,Kasih loba nu ngadeg iklan? Kalah langsung iklan😅,0,0,0,1,0,0
Sundanese,Kasih loba nu ngadeg iklan? Kalah langsung iklan😅,0,0,0,1,0,0
Sundanese,Kasih loba nu ngadeg iklan? Kalah langsung iklan😅,0,0,0,1,0,0
Sundanese,"Abdi euy ngadegkeun lagu karesep kapalang, 'abiel jatnika' nu ngawakalkeun",0,0,0,1,0,1
Sundanese,"Abdi euy ngadegkeun lagu karesep nu kapalang, 'abiel jatnika' nu ngawakalkeun",0,0,0,1,0,1
Sundanese,"ngeueut, abdi mah ngemam, dahar, nyare, ngulem, molor.",0,0,0,1,0,0
Sundanese,Mang urang subscribers maneh tapi urang ngadukung Persija tapi.teu nanaonlah nu penting urang resep vidio nu di upload ku maneh. #VIKJAK.,0,0,0,1,0,0
Sundanese,"Loba di obral nya ayeuna haa,",0,0,0,1,0,0
Sundanese,Kasusna ieu salah sahijina kurang oengelolaana jeung jalmana loba nu teu ngarasa peduli kana lingkungan,1,0,1,0,1,0
Sundanese,"Salah sahijina kurang oengelolaana jeung jalmana loba nu teu ngarasa peduli kana lingkungan, nu ngakibatkeun rasa marah, takut, jeung sasmita",1,0,1,0,1,0
Sundanese,Rasa anu jeung rasa pipi anu teuing teuing,0,0,0,1,0,0
Sundanese,"Geulisna lawan si tteh ieu mah euy, juwaraa lah",0,0,0,1,0,1
Sundanese,"Ku nggak percaya, ayeuna mah Zunea Zunea basa Sunda, brother, hehehe!",0,0,0,1,0,1
Sundanese,"Asli, bae bohong, hati senang, teu gaduh, artos mah, hahaha",0,0,0,1,1,0
Sundanese,"Na bae bohong, hati senang, teu gaduh, artos mah, hahaha",0,0,0,1,1,0
Sundanese,"Amiiin hatur nuhun pisan nya, mung punten bahasa abdi mah kirang sae, 😁🙏salam kenal",0,0,0,1,1,1
Sundanese,"Sok sedihh mun ngadangukeun lagu ieu teh, sok inget papatah kolot pas masih leutik keneh, mantap pisan teh laguna, ngena pisan rasanya",0,0,0,1,1,0
Sundanese,"Kita ngadahar, sora kuat ngaberele kitu, ngapanggihna?? 😅",0,0,0,1,0,1
Sundanese,"Kita ngadahar, sora kuat ngaberele kitu, ngapanggihna?? 😅",0,0,0,1,0,1
Sundanese,"Kita ngadahar, sora kuat ngaberele kitu, ngapanggihna?? 😅",0,0,0,1,0,1
Sundanese,"Kita ngadahar, sora kuat ngaberele kitu, ngapanggihna?? 😅",0,0,0,1,0,1
Sundanese,"Kita ngadahar, sora kuat ngaberele kitu, ngapanggihna?? 😅",0,0,0,1,0,1
Sundanese,"Kacugak tapi teu nyeri, kacugak ti kotok mang😭😭😭",0,0,0,1,0,0
Sundanese,Ceuk urang mah jama goblog teh nya eta jama anu ngadahar gorengan 5 pas ngakuna 1😂😂,0,0,0,1,0,1
Sundanese,"Ngaran uing teu kasebut, Alhamdulillah, ngaran uing kaaasup ngaran antik, hahaha",0,0,0,1,0,0
Sundanese,"Keren kawé, Aing suka eun, Ngenaheun❤❤❤",0,0,0,1,0,0
Sundanese,Kasih gaskeun 🕺🕺🕺🕺 Cikadu cianjur datang,0,0,0,1,0,0
Sundanese,"Geus di subrek di pencet lonceng na kalem, enggeus mang teu kudu di titah 😂",0,0,0,1,0,1
Sundanese,"Geus di subrek di pencet lonceng na kalem, enggeus mang teu kudu di titah, 😂",0,0,0,1,0,1
Sundanese,"Sarehat nu maca kome dina hate,",0,0,0,1,0,0
Sundanese,Kang pami beli kaos Sunda di mana?,0,0,0,1,0,0
Sundanese,"Kasih mah teu aya sakit pinggang, aya naa, nyeri cangkeng",0,0,0,1,0,0
Sundanese,Karek ngawona nonton video nu asa kacandakeun reuwas😂. Diantos season selanjutna mang,0,0,0,1,0,1
Sundanese,"Eta mang, lagu Bukan bang toyibna ukeun linkna, atuh",0,0,0,0,0,0
Sundanese,"Kasih pisan ngajieun urang Sunda, ngawon di pujian ku ngalangkab 😂😂😂😂, hereuy😁, seger basa tapi sopi aduh, ngawon ngalak seneng pisan",0,0,0,1,0,0
Sundanese,Kita ngarupeun Vidio clip nu geus jadi bisa ngabagi dana?,0,0,0,1,0,0
Sundanese,"tah ieu hade, deui mana?",0,0,0,1,0,0
Sundanese,"Official video nya keren parah, suanten na mah teu kedah di taros ah mantap pokokna mah. Konsep video na sae pisan ditambah teh azmy na masyaAllah cantik pisan, anggun lir putri istana. Lokasina mendukung, janten siga putri dinu film fantasy. Spill lokasi teh azmy",0,0,0,1,0,1
Sundanese,Naon bedana onta jg kangkung? Jwbna: onta di arab.kangkung d urab,0,0,0,1,0,0
Sundanese,Naon bedana onta jg kangkung? Jwbna: onta di arab.kangkung d urab,0,0,0,1,0,0
Sundanese,Naon bedana onta jg kangkung? Jwbna: onta di arab.kangkung d urab,0,0,0,1,0,0
Sundanese,Naon bedana onta jg kangkung? Jwbna: onta di arab.kangkung d urab,0,0,0,1,0,0
Sundanese,Naon bedana onta jg kangkung? Jwbna: onta di arab.kangkung d urab,0,0,0,1,0,0
Sundanese,"Geura ngabentuk konten deui mang, requestan ngaganggu lagu kelangan, ciri-ciri dina wae mang Abdul.hahaha",0,0,0,1,0,0
Sundanese,"karna ieu ngabalih jeung hate oge, bro",1,0,0,0,1,0
Sundanese,"Ceuk urang mah jalma goblog teh ngakuna urang Sunda tapi teu like, teu subscribe channel ieu 😁",1,1,0,1,0,0
Sundanese,"Aink sabarnae boga hate, boga batu ku urang di balang, aink sabar boga hate😋😋🤣",1,1,0,1,0,0
Sundanese,"Aink sabar boga hate, boga batu ges ku urang di balang, aink sabar boga hate😋😋🤣",1,1,0,1,0,0
Sundanese,"Sami2 nuhun dihapunteun oge nya, sami2 nuhun dihapunteun oge nya",0,0,0,1,0,1
Sundanese,Psan rambut Azmi di teh kitukeun cantik 😍😍😍,0,0,0,1,0,0
Sundanese,Psan rambut Azmi di teh kitukeunna cantik 😍😍😍,0,0,0,1,0,0
Sundanese,"Anjiirrr, lagu ieu ngiringkeun ku dina hiji momen, 😢😢😢😢",0,0,0,1,1,0
Sundanese,Mang Dana tiasa ngiring request teu lagu backsoundna di nyanyikeun full sareng video na matak sedih?,0,0,0,0,1,0
Sundanese,"GG mang ahh salut asli sedih, tapi ahh ngiringalina",0,0,0,1,0,1
Sundanese,Adi jeung lanceuk ieu teh? Aduh bingung rek milih anu mana sarua mojang Bandung 😂😅,0,0,0,1,0,1
Sundanese,Adi jeung lanceuk ieu teh? Aduh bingung rek milih anu mana sarua mojang Bandung 😂😅,0,0,0,1,0,1
Sundanese,Adi jeung lanceuk ieu teh? Aduh bingung rek milih anu mana sarua mojang Bandung 😂😅,0,0,0,1,0,1
Sundanese,Adi jeung lanceuk ieu teh? Aduh bingung rek milih anu mana sarua mojang Bandung 😂😅,0,0,0,1,0,1
Sundanese,Adi jeung lanceuk ieu teh? Aduh bingung rek milih anu mana sarua mojang Bandung 😂😅,0,0,0,1,0,1
Sundanese,Mang eta lagu nu paling anyarna ngawon judulna??😂😂,0,0,0,1,0,0
Sundanese,Mang eta lagu nu paling anyar ngenaheun judulna??😂😂,0,0,0,1,0,0
Sundanese,Mang eta lagu nu paling anyar ngenaheun judulna??😂😂,0,0,0,1,0,0
Sundanese,Mang eta lagu nu paling anyar ngenaheun judulna??😂😂,0,0,0,1,0,0
Sundanese,Mang eta lagu nu paling anyar ngenaheun judulna??😂😂,0,0,0,1,0,0
Sundanese,Kamari urang maok buah Terus?? Hanjakal aya nu boga na,0,0,0,0,0,1
Sundanese,Kamari urang maok buah Terus?? Hanjakal aya nu boga na,0,0,0,0,0,1
Sundanese,Kamari urang maok buah Terus?? Hanjakal aya nu boga na,0,0,0,0,0,1
Sundanese,Kamari urang maok buah Terus?? Hanjakal aya nu boga na,0,0,0,0,0,1
Sundanese,Kamari urang maok buah Terus?? Hanjakal aya nu boga na,0,0,0,0,0,1
Sundanese,"mang aslina ti daerah mana sih mang? abdimah asli ti rajamandala bandung barat, tapi calik di balaraja banten ayeunamah. ( teu naros, hahahaha )",0,0,0,1,0,0
Sundanese,"mang aslina ti daerah mana sih mang? abdimah asli ti rajamandala bandung barat, tapi calik di balaraja banten ayeunamah. ( teu naros, hahahaha )",0,0,0,1,0,0
Sundanese,"mang aslina ti daerah mana sih mang? abdimah asli ti rajamandala bandung barat, tapi calik di balaraja banten ayeunamah. ( teu naros, hahahaha )",0,0,0,1,0,0
Sundanese,"mang aslina ti daerah mana sih mang? abdimah asli ti rajamandala bandung barat, tapi calik di balaraja banten ayeunamah. ( teu naros, hahahaha )",0,0,0,1,0,0
Sundanese,"mang aslina ti daerah mana sih mang? abdimah asli ti rajamandala bandung barat, tapi calik di balaraja banten ayeunamah. ( teu naros, hahahaha )",0,0,0,1,0,0
Sundanese,"tos teu karasa saminggon deui puasa, ngawona ngawona😢😊",0,0,0,1,1,0
Sundanese,"Ku ngarana kontennae, konten Sunda nu ngawon, tapi masuknae ieu mah",1,0,0,0,0,0
Sundanese,"Selamat, mang mugia di lancarkeun, milu bungah euy😍😇",0,0,0,1,0,0
Sundanese,"Domba kuring teh azmy sareng de azka masih paling bagus, ngawartu Gaskeun teh",0,0,0,1,0,0
Sundanese,Hanjakal teu apal. Mun apal mah di otw keun,0,0,0,0,1,0
Sundanese,"Abdi ngundang mng dana aoi sreng vio kmha tiasa moal nya, mun nikahan abdi hyong ngundang mng dana jng aoi sreng vio kmha tiasa moal nya",0,0,1,0,0,0
Sundanese,"Abdi ngundang mng dana aoi sreng vio kmha tiasa moal nya, mun abdi ngundang mng dana aoi sreng vio kmha tiasa moal nya",0,0,1,0,0,0
Sundanese,Ku nggadé aslina nu ngabalé rupa nu asep balon😁😁,0,0,0,1,0,0
Sundanese,"Resep nu tiluan ge rame, ngabalékeun suasana hidup, salam ti Karawang ah Mantap",0,0,0,1,0,1
Sundanese,Fiksi urang tiasa teu ngiring jadi kameramen. Ges jadi naon bae lah,0,0,1,1,1,0
Sundanese,Jadah teh aslina ieu mah Hade pisan lah,0,0,0,1,0,0
Sundanese,Heeuh karasa pisan ieu mang ku urang 😔,0,0,0,0,1,0
Sundanese,"Karasa pisan ieu mang ku urang, heeuh 😔",0,0,0,0,1,0
Sundanese,"Sok uyup geura A, tinyuh jng kopi sugan :",0,0,0,0,1,0
Sundanese,"si juned bere kasablangka oge, meh kelekna teu b",0,0,0,0,1,0
Sundanese,"Mang cobi upami ngacover lagu Lewis Capaldi ngapung? Hoyong ngadangu ngacover lagu barat, hehehe",0,0,0,1,0,0
Sundanese,"Mang cobi upami ngacover lagu Lewis Capaldi ngapung? Hoyong ngadangu ngacover lagu barat, hehehe",0,0,0,1,0,0
Sundanese,"Mang cobi upami ngacover lagu Lewis Capaldi ngapung? Hoyong ngadangu ngacover lagu barat, hehehe",0,0,0,1,0,0
Sundanese,"Mang cobi upami ngacover lagu Lewis Capaldi ngapung? Hoyong ngadangu ngacover lagu barat, hehehe",0,0,0,1,0,0
Sundanese,"Mang cobi upami ngacover lagu Lewis Capaldi ngapung? Hoyong ngadangu ngacover lagu barat, hehehe",0,0,0,1,0,0
Sundanese,"Alus mang, Mantap!!! keur pepeling barudak ayeuna deuhh meh teu kabawa ku hal-hal anu nyimpang tina Agama jeung norma kahirupan. Yosh, terus berkarya mang!!!",0,0,0,1,0,0
Sundanese,"Anjirrr enakeun laguna blog euh, :D",0,0,0,1,0,1
Sundanese,"Kami aya di WA 089604454847. Bener teu, jualan asli nu mana?",0,0,1,0,0,0
Sundanese,Lalaki cewe nu di GPS,0,0,0,1,0,0
Sundanese,Lalaki cewe nu di GPSna,0,0,0,1,0,0
Sundanese,Kasih nuhun nuhun nuhun di tasik,0,0,0,1,0,0
Sundanese,"Masya Allah, azmyna luar biasa euy, gaskeun ah",0,0,0,1,0,0
Sundanese,Kasih asli kieu ngawona aduuh 🤤,0,0,0,1,0,0
Sundanese,"Kasih asli kieu ngawona aduuh, ngawona aduuh 🤤",0,0,0,1,0,0
Sundanese,"Kasih asli kieu ngawona aduuh, ngawona aduuh, ngawona aduuh 🤤",0,0,0,1,0,0
Sundanese,"Kasih asli kieu ngawona aduuh, ngawona aduuh, ngawona aduuh, ngawona aduuh 🤤",0,0,0,1,0,0
Sundanese,"Kasih asli kieu ngawona aduuh, ngawona aduuh, ngawona aduuh, ngawona aduuh, ngawona aduuh 🤤",0,0,0,1,0,0
Sundanese,Kmha mun d tilangna ku mitoha?😁😁,0,0,0,1,0,0
Sundanese,Kmha mun d tilangna ku mitoha?😁😁,0,0,0,1,0,0
Sundanese,Kmha mun d tilangna ku mitoha?😁😁,0,0,0,1,0,0
Sundanese,Kmha mun d tilangna ku mitoha?😁😁,0,0,0,1,0,0
Sundanese,Kmha mun d tilangna ku mitoha?😁😁,0,0,0,1,0,0
Sundanese,"Hororna nambahna kieu, tapi kieu teu ludeung ka cai siah, haha 😂, tapi mantapna lah",0,0,1,1,0,1
Sundanese,"Kieu nambahna horor, tapi kieu teu ludeung ka cai siah, haha 😂, tapi mantapna lah",0,0,1,1,0,1
Sundanese,Duka kunaon nya resepna ieu tehna lagu kana?😁,0,0,0,1,0,1
Sundanese,Duka kunaon nya resepna ieu tehna lagu kana?😁,0,0,0,1,0,1
Sundanese,Duka kunaon nya resepna ieu tehna lagu kana?😁,0,0,0,1,0,1
Sundanese,Duka kunaon nya resepna ieu tehna lagu kana?😁,0,0,0,1,0,1
Sundanese,Duka kunaon nya resepna ieu tehna lagu kana?😁,0,0,0,1,0,1
Sundanese,"Jangann ngadukin yahh, dikeunahkeunnae perihalna nu kieu, Terima keun wae kalo jalane wae kudu begini",0,0,0,0,1,1
Sundanese,"Kudu viral ieu mah, soalna geus bosen, lagu Jawa nu viral teh, #SalamCiamisKotaManis 🤘",0,1,0,1,0,0
Sundanese,urang metal tapi ngawéh lagu ieu,0,1,0,0,1,0
Sundanese,"lagu terlalu sadis, tapi kita bisa menikmati di sini, walaupun kita berjuang, kita bisa menikmati kembali asalnya, yowwww 3 pemuda berbahaya",0,0,0,1,0,0
Sundanese,"Terus ngabalikkeun Majalengka, khususna WA, ngabalikkeun seungit uranh Sunda, Maju terus sukses terus Wa,",0,0,0,1,0,0
Sundanese,"Terus ngabalikkeun seungit Majalengka, khususna WA, ngabalikkeun seungit uranh Sunda, Maju terus sukses terus Wa,",0,0,0,1,0,0
Sundanese,"Ku nggak nggak nggak, teh azmy lagu inget ka mantan deui nyanyi keun😊",0,0,0,1,0,0
Sundanese,Kang Kunaon Populasi Jomblo Di Indonesia Beki Loba? Ku Sabab Chattan Heula Nk Pangih Karek Ngaca Lainna Ngaca Heula Karek Chattan Nk Pangih DASAR BENGET GORENG PATUT! #Receh #SalamJomblo #SalamSunda,1,1,0,0,0,0
Sundanese,Kang Kunaon Populasi Jomblo Di Indonesia Beki Loba? Ku Sabab Chattan Heula Nk Pangih Karek Ngaca Lainna Ngaca Heula Karek Chattan Nk Pangih DASAR BENGET GORENG PATUT! #Receh #SalamJomblo #SalamSunda,1,1,0,0,0,0
Sundanese,Kang Kunaon Populasi Jomblo Di Indonesia Beki Loba? Ku Sabab Chattan Heula Nk Pangih Karek Ngaca Lainna Ngaca Heula Karek Chattan Nk Pangih DASAR BENGET GORENG PATUT! #Receh #SalamJomblo #SalamSunda,1,1,0,0,0,0
Sundanese,Kang Kunaon Populasi Jomblo Di Indonesia Beki Loba? Ku Sabab Chattan Heula Nk Pangih Karek Ngaca Lainna Ngaca Heula Karek Chattan Nk Pangih DASAR BENGET GORENG PATUT! #Receh #SalamJomblo #SalamSunda,1,1,0,0,0,0
Sundanese,Kang Kunaon Populasi Jomblo Di Indonesia Beki Loba? Ku Sabab Chattan Heula Nk Pangih Karek Ngaca Lainna Ngaca Heula Karek Chattan Nk Pangih DASAR BENGET GORENG PATUT! #Receh #SalamJomblo #SalamSunda,1,1,0,0,0,0
Sundanese,"Kang laguna, ku simkuring kaalaman pisan, ngalayang sedih euy😭",0,0,0,0,1,0
Sundanese,"tambahkeun deui videolagu nu dikeunang ku 3 pemuda sareng neng Fanny, hehehehehe",0,1,0,1,0,0
Sundanese,"Ah, yang bener? Ah, kasihan, ah, Azmy, passwordnae gasskeun",0,0,0,1,1,0
Sundanese,"Ah, yang bener? Ah, kasihan, ah, Azmy, passwordnae gasskeun",0,0,0,1,1,0
Sundanese,"Ah, yang bener? Ah, kasihan, ah, Azmy, passwordnae gasskeun",0,0,0,1,1,0
Sundanese,"Ah, yang bener? Ah, kasihan, ah, Azmy, passwordnae gasskeun",0,0,0,1,1,0
Sundanese,"Ah, yang bener? Ah, kasihan, ah, Azmy, passwordnae gasskeun",0,0,0,1,1,0
Sundanese,"Nongton iklan nepi ka tamat, nggak nggak nggak!",0,0,0,1,0,0
Sundanese,"Uwa kreatif ieu teruskeun lurd budayakeun Sunda, Sunda juara euy",0,0,0,1,0,0
Sundanese,"Ah, Masyallah, teh Azmyeun terlalu berlian pikeun abdi anu ngadeg karatan",0,0,0,1,0,1
Sundanese,"Asli ieu lagu mantap pisan, pas pokonamh. Pas ker di alami ku kuring, aww reneh ku batur, buahaha",0,0,0,1,0,0
Sundanese,"Mane ieu lagu mantap pisan, pas pokonamh. Pas ker di alami ku kuring, aww reneh ku batur, buahaha",0,0,0,1,0,0
Sundanese,ieu teh nembang jegerna mana?,0,0,0,1,0,0
Sundanese,3:50 nu ngadon ngareact jadi ribut hahaha,0,0,0,1,0,1
Sundanese,"FIKSI lianna teu wani, tapi beurat mawana, haha!",0,0,0,1,0,0
Sundanese,A baju Sunda di ijal teu?,0,0,0,0,0,0
Sundanese,Di ijal teu baju Sunda?,0,0,0,0,0,0
Sundanese,Teu di ijal baju Sunda?,0,0,0,0,0,0
Sundanese,Di ijal baju Sunda teu?,0,0,0,0,0,0
Sundanese,Teu ijal baju Sunda di?,0,0,0,0,0,0
Sundanese,"Rewasna, taacan ningali tamat ge tos nyeri taktak beuratna,",0,0,1,0,1,0
Sundanese,"Rewasna, taacan ningali tamat ge tos nyeri taktak beurata,",0,0,1,0,1,0
Sundanese,"Enakeunna nuju enakna lagu nuju, enakna di denger neng azmy z gaskeun",0,0,0,1,0,0
Sundanese,"Enakeun nuju lagu nuju, enakna di denger neng azmy z gaskeun",0,0,0,1,0,0
Sundanese,"Lagu nu ngajadi Enakeun, ngawarani ❤",0,0,0,1,0,0
Sundanese,"Enakeun nu ngajadi lagu, ngawarani ❤",0,0,0,1,0,0
