language,text,Anger,Disgust,Fear,Joy,Sadness,Surprise
Amharic,በአንተስ ቁስል ተፈወስኩኝ ጌታ በፍቅርህ ተማረኩኝ ሞቴን ሽረኸው በአንተ ሞት ይኸው አቆምከኝ በሰው ፊት,0,0,0,1,0,0
Amharic,"በአንተስ ቁስል ተፈወስኩኝ ጌታ በፍቅርህ ተማረኩኝ ሞቴን ሽረኸው በአንተ ሞት ይኸው አቆምከኝ በሰው ፊት”
] }",0,0,0,1,0,0
Amharic,"እንግዲት ሰው ችግር አላሳይህ ብሏል፣ በዚህ ልክ በሰው ስቃይ መደሰት ምን ይሉታል? ይሄ ልጅ ብቻ እኮ አይደለም ስለ ሰራችሁት ግፍ የነገራችሁ፣ እናቶቻቸ”
] }",1,0,0,0,1,0
Amharic,"እንግዲት ሰው ችግር አላሳይህ ብሏል፣ በዚህ ልክ በሰው ስቃይ መደሰት ምን ይሉታል? ይሄ ልጅ ብቻ እኮ አይደለም ስለ ሰራችሁት ግፍ የነገራችሁ፣ እናቶቻቸ”
] }",0,1,0,0,0,0
Amharic,በጣም ከምንም በላይ ያማል ይሠቀጥጣል,0,0,0,0,1,0
Amharic,በጣም ይሳዝናል ምን አይነት ጭካኔ ነው አይዛሽ እህት 😭😭😭💔,0,0,0,0,1,0
Amharic,"በጣም ይሳዝናል ም”
] }",0,0,0,0,1,0
Amharic,"እንደ ሀገር ያለንበት ሁኔታ እጅግ ያስፈራል ኦርቶዶክስ ቤተክርድቲያን ላይ ያለው ደባ የባሶች ግዢ ሌብነት ሙስናው የረሀብ ጉዳይ የኑሮ”
] }",0,0,1,0,1,0
Amharic,የዲዮጉ አባት ዘና ነው የሚደርገው,0,0,0,1,0,0
Amharic,በቤተሰቡ አላህ ሶብሩን ይስጣችሁ በእዚህ ሁሉ ዘግናኝ ነው😭,0,0,0,0,1,0
Amharic,"በቤተሰቡ አላህ ሶብሩን ይስጣችሁ በእዚህ ሁሉ ዘግናኝ ነው😭”
] }",0,0,0,0,1,0
Amharic,ምን አስለቀሳት አያልቅ እሱ ካልደከመው,0,0,0,0,0,0
Amharic,በሀገር ላይ ያላቻ ጋብቻ ብቻ ይገረማል,0,0,0,0,0,1
Amharic,አበባ ሰበርበአዲስ እልቂት ተደግሷል አስደንጋጭ ጉድ ታደሰ ወረደም አአ ናቸው Abel birha via,0,0,1,0,0,0
Amharic,አበባ ሰበርበአዲስ ተደግሷል አስደንጋጭ ጉድ ታደሰ ወረደም አአ ናቸው Abel birha via,0,0,1,0,0,0
Amharic,"ድል ለታላቋ እስራኤል ሞት ለሀማስና ለአጨብጫቢዎች ውሻ መጮህ ብቻ ነው የሚያውቀው ድል ለአበሲት እስራኤል,
ድል ለታላቋ እስራኤል ሞት ለሀማስና ለአጨብጫቢዎች ውሻ መጮህ ብቻ ነው የሚያውቀው ድል ለአበሲት እስራ",0,1,0,0,0,0
Amharic,ፌስቡክ ላይ ሰዎች ራሳቸውን ሊያጠፉ እንደሚችሉ የሚጠቁም ‘ፖስት’ ስናይ ምን እናድርግ?,0,0,0,0,0,0
Amharic,እንደ መቶ ዓመት እድፍ መዝሙር ካልዘመርኽ እየተባለ ሲታመስ ከሚውል ተማሪ 3 ብቻ ማለፉ የሚገርም አይደለም። ህዝባዊ አቢዎት! AmharaRevolution,1,0,0,0,0,0
Amharic,እኛ ከሶማሊያ ጎን ነን እና እኛ ከሶማሊያ ጎን ነን እና እኛ ከሶማሊያ ጎን ነን እና እኛ ከሶማሊያ ጎን ነን እና እኛ ከሶማሊያ ጎን ነን እና እኛ ከሶማሊያ ጎን ነን እና እኛ,1,0,0,0,0,0
Amharic,አይሲማይ የኔ እረ ተይክክሚስኪን ጉዚ ሰራሽለት,0,0,0,0,0,0
Amharic,እንዴትና በምን ነው ደሞ የዓሰብ ጦርነት ወያኔን የሚጠቅመው ዥልጤ? የሻዕብያ ቅልብ ትመስያለሽ?,1,1,0,0,0,0
Amharic,እንዴትና በምን ነው ደሞ የዓሰብ ጦርነት ወያኔን የሚጠቅመው ዥልጤ? የሻዕብያ ቅልብ ትመ,1,1,0,0,0,0
Amharic,እንዴትና በምን ነው ደሞ የዓሰብ ጦርነት ወያኔን የሚጠቅመው ዥልጤ? የሻዕብያ ቅልብ ትመስያለሽ?,0,0,0,0,1,0
Amharic,እንዴትና በምን ነው ደሞ የዓሰብ ጦርነት ወያኔን የሚጠቅመው ዥልጤ? የሻዕብያ ቅልብ ትመ,0,0,0,0,1,0
Amharic,እንዴትና በምን ነው ደሞ የዓሰብ ጦርነት ወያኔን የሚጠቅመው ዥልጤ? የሻዕብያ ቅልብ ትመስያለሽ?,0,1,0,0,0,0
Amharic,እንዴትና በምን ነው ደሞ የዓሰብ ጦርነት ወያኔን የሚጠቅመው ዥልጤ? የሻዕብያ ቅልብ ትመ,0,1,0,0,0,0
Amharic,እንዴትና በምን ነው ደሞ የዓሰብ ጦርነት ወያኔን የሚጠቅመው ዥልጤ? የሻዕብያ ቅልብ ትመስያለሽ?,1,0,0,0,0,0
Amharic,እንዴትና በምን ነው ደሞ የዓሰብ ጦርነት ወያኔን የሚጠቅመው ዥልጤ? የሻዕብያ ቅልብ ትመ,1,0,0,0,0,0
Amharic,እንዴትና በምን ነው ደሞ የዓሰብ ጦርነት ወያኔን የሚጠቅመው ዥልጤ? የሻዕብያ ቅልብ ትመስያለሽ?,0,1,0,0,0,0
Amharic,እንዴትና በምን ነው ደሞ የዓሰብ ጦርነት ወያኔን የሚጠቅመው ዥልጤ? የሻዕብያ ቅልብ ትመ,0,1,0,0,0,0
Amharic,እኔስ አብይ አሳየሀን እንሱ የለኮሱት እሳት ኢትዮጵያውያንን በያሉበት የሚያቃጥለው አሁን የጁንታው ወዳጅ መሆንህን አሳየሀን እኔስ አብይ?ጣሙ,1,1,0,0,0,0
Amharic,እኔስ አብይ አሳየሀን እንሱ የለኮሱት እሳት ኢትዮጵያውያንን በያሉበት የሚያቃጥለው አሁን የጁንታው ወዳጅ መሆንህን አሳየሀን እኔስ አብይ?ጣሙ,1,1,0,0,0,0
Amharic,እኔስ አብይ አሳየሀን እንሱ የለኮሱት እሳት ኢትዮጵያውያንን በያሉበት የሚያቃጥለው አሁን የጁንታው ወዳጅ መሆንህን አሳየሀን እኔስ አብይ?ጣሙ,0,0,0,1,0,0
Amharic,እኔስ አብይ አሳየሀን እንሱ የለኮሱት እሳት ኢትዮጵያውያንን በያሉበት የሚያቃጥለው አሁን የጁንታው ወዳጅ መሆንህን አሳየሀን እኔስ አብይ?ጣሙ,1,1,0,0,0,0
Amharic,ታዋቂው ካርቱኒስት ኔታንያሁን በጋዛ ላይ በሚያሳየው ካርቱን ምክንያት ከሥራው ተባረረ እንደ ተባረረ እንደ ተባረረ እንደ ተባረረ እንደ ተባረረ እንደ ተባረረ እንደ ተባረረ እንደ ተባረረ እንደ ተባረረ እንደ ተባረረ እንደ ተባ,0,0,0,0,0,0
Amharic,እንኳን ጌታ እረዳክ ወንድሜ ጠላት ብዙ ይላል ብዙ ያወራል አንተ የምታመልከው ጌታ ከአንተ ጋር ይሁን እየሱስ ጌታ ነው,0,0,0,1,1,0
Amharic,ከፍያለው ዮኒ ማኛን ሲተች ነበር ሃይማኖቱን ይቀያይራል ብሎ በሰው የሳቁት ተመልሶ ይደርሳል እንደሚባለው ባይተች ጥሩ ነበር መዘመር,0,1,0,0,0,0
Amharic,በተቃራኒ ይህን ጦርነት ተከፈተበት በጣም ያማል ትልቅ ክህደት።,0,0,0,0,1,0
Amharic,አባቴ ጁንታው ልጆቹን ውጪ ልኮ አስተምሮ ሲያስመርቅ ያላደለው ኢትዮጵያዊ ተገዶ ዘምቶ አካሉን አጥቱዋል የሚገርም እኮ ነው እንዲ ነው,0,1,0,0,0,0
Amharic,እኔ በተለያዩ ቅመምች በተለያዩ በተለያዩ በተለያዩ በተለያዩ በተለያዩ በተለያዩ በተለያዩ በተለያዩ በተለያዩ በተለያዩ በተለያዩ በተለያዩ በተለያዩ በተለያዩ በተለያዩ በተለያዩ በተለያዩ በተለያዩ በተለያዩ በተለያዩ በተለያዩ በተለያዩ በ,0,0,0,1,0,0
Amharic,አለም እንደበፊቱ ጋዜጠኛ ብትሆን ጥሩነበር አልም አስተያየ ት ማቀርብልህ በምክንያት ነው አልጀዚራ ያቀረበው,0,0,0,0,1,0
Amharic,ከሃንዳን ኣይነት ስግብግብ እናት ይጠብቃቹሁ እስኪ ልጠይቃቹሁ እናት ግን ታዳላለች እኮ ከቤታቹሁ ማን ነው ተወ,0,0,0,1,0,0
Amharic,እኔ አሊ አፈሩን ቆፍሮ ሊያወጣው ነው ብየ ሰፍ ብየ ስጠብቅ ዘባረቁት ቱ ደሞኮ የገረመኝ ኩዚ ሊመት እያለ ስለፍቅረኞቹ ያስታውሳል በተለያዩ ተቃምቃም በተቃምቃም በተቃምቃም በተቃም,1,0,0,0,0,0
Amharic,በጣም ችሎታ አንደበተ ርቱእ እባክህኤነዚህንና ሌሎችንም ከትበህ ለትውልድ እንዲቀመጥ አድርግልን አድርገህው,0,0,0,1,0,1
Amharic,እንደ ተበዳዮች ሞት ለወራሪዎች ድል ነው።,1,1,0,0,0,0
Amharic,ድል ነው ተበዳዮች ሞት ለወራሪዎች።,1,1,0,0,0,0
Amharic,ለብልጽግና የራስ ምታት ለተጎዳው ንፁህ የአማራ ህዝብ ደግሞ እንባ ጠባቂ ናቸው።,0,0,0,1,0,0
Amharic,ሰው እንዴት አንገተ ጉርድና ይሉኝታ ቢስ ሆኖ ይፈጠራል። ውረድ እንውረድ ተባብለው ሰው ያስፈጁት ራሳቸው፤አሁን ድንገት ተነስተው የሰላም ደቀ መዝሙር መ,1,1,0,0,0,0
Amharic,አስፍዬ እግአብሄር ነብስህን ይማረዉ ለሁላችሁም መፅናናት ይስጣችሁ ኡፍፍ ያማል,0,0,0,0,1,0
Amharic,አባቶችህ እንደ የወንድ አልጫ ዘራፍ ማለት ነው ሌላ ምናባትህ ታመጣህ አህያ,1,1,0,0,0,0
Amharic,ሰሜን ኮሪያ ከሁለት ያልተሳኩ ሙከራዎች በኋላ ወታደራዊ የስለላ ሳተላይት አመጠቅኩ አለች,0,0,0,0,0,0
Amharic,ንቦች ለቀረቧቸው እንደ ሰው ናቸው,0,0,0,0,0,0
Amharic,ትናንት ባይደን ያወሳት የአራት አመቷ የአቬጋይል ታሪክ የበለጠ ይዘገንናል ፊት ለፊቷ በሀማስ የታረዱት ወላጆቿ እሷ ግን ታግታ ትናንት ተፈ,0,0,0,0,1,0
Amharic,በጣም ተሥፋ አርጌ ነበር፣ በጣም ያሳዝናል,0,0,0,0,1,0
Amharic,በጣም ተሥፋ አርጌ ነበር፣ በጣም ተሥፋ ነበር,0,0,0,0,1,0
Amharic,እኛ እንደ ተቃዋም ተቃዋም እንደ ተቃዋም ተቃዋም እንደ ተቃዋም ተቃዋም እንደ ተቃዋም ተቃዋም እንደ ተቃዋም ተቃዋም እ,0,1,0,1,0,0
Amharic,ተሱዬ ምርጥ አባት ዉይ ታድላ ሰላምዬ አለው።,0,0,0,1,0,0
Amharic,በጣም ህድልኞች ናችው ህናታችው በህይወት ህያሉ ሰርፕራይዝ ማድረግ ማለት መታደል ነው እግዚያብህር ይባርካችው,0,0,0,1,0,0
Amharic,በምሳሌ ምስክ ለራስ በተለያዩ ተቃምቃም አስቦም መጽሀፍ ለራስ በተለያዩ ተቃምቃም ነው! ለነገም ጸጸት የለውም ሰውም ያስተምራል,0,0,0,0,0,0
Amharic,እብዶች እ,1,1,0,0,0,0
Amharic,አሁንም አቃጥሎ ሊገለኝ ነው አሁንም ለበቀል ነው ጉሩሉን ይቅርታ የሚጠይቃት ምኑ አስመሳይ ነው,1,0,0,0,0,0
Amharic,ቆሻሻ መልካም ከአይጋ የለም ዳቢሎስ መልካም ነገር አለውዴ ዘርህ ከምድርላይ ይጥፋ,0,1,0,0,0,0
Amharic,በተለይ በፓርቲው ውስጥ በየጊዜው የሚያገረሸው ተቃርኖና ቁርቁዝ ከራሱ አልፎ ለአገር የሚተርፍ ቀውስ እንዳይፈጥር የብዙዎች ሥጋት ነው፡፡,0,0,1,0,0,0
Amharic,ትሕትናና እግዚአብሔርን መፍራት ባለጠግነት ክብር ሕይወትም ነው። መጽሐፈ ምሳሌ 224 እንደ ተቃምም ነው።,0,0,0,0,0,0
Amharic,ትሕትናና እግዚአብሔርን መፍራት ባለጠግነት ክብር ሕይወትም ነው። መጽሐፈ ምሳሌ 224 ተቃምም እንደ ተቃምም ነው።,0,0,0,0,0,0
Amharic,ስለዚህ ትሞታለች? ጥያቄው ይህነው።,0,0,0,0,0,0
Amharic,ስለዚህ ትሞታለች? ጥያቄው ይህነው።,0,0,0,0,0,0
Amharic,ስለዚህ ትሞታለች? ጥያቄው ይህነው።,0,0,0,0,0,0
Amharic,ስለዚህ ትሞታለች? ጥያቄው ይህነው።,0,0,0,0,0,0
Amharic,ስለዚህ ትሞታለች? ጥያቄው ይህነው።,0,0,0,0,0,0
Amharic,ተግባሩ በተለያዩ ተግባር ተቀምጠች። በተለያዩ ተግባሩ በተለያዩ ተግባሩ ተቀምጠች። ተግባሩ በተለያዩ ተግባሩ ተቀምጠች። ተግባሩ በተለያዩ ተግባሩ ተቀ,1,0,0,0,0,0
Amharic,አብሮ የመኖር ተምሳሌት ነው ፍቅር ያሸንፋል የኢትዮጲያ ሰላም አረጋጋግጠን ብልጽግናዋን እናፋጥናለን አራት ነጥብ!,0,0,0,1,0,0
Amharic,አዴክስ እምነትሽ ግን ምንድነው፣ እስኪ ንገሪንና ቁርጣችሽን እንወቀው፣ እንደዚህ የሚዘምሩ ወጣቶችን እየገደላችሁ እንደው ተኝታችሁ ማደ,1,1,0,0,0,0
Amharic,እፍፍይች አለም ላንዱ ስቃይ አዚዜ ና ጀብዴት የአላህ ሰላም በአለም ላይ የሰው ዘር በሙሉ ኢትዮጵያዬን ሰላምም እንዴት ያስፈራል,0,0,1,0,1,0
Amharic,በዛ ዘግናኝ ጦርነት የኔ የሚላቸዉ ኦሮሞዎች እንኳን ለዛ ጩልሌ ሰዉየ ሂድ አፍንጫህን ላስ ብለዉታል። እናንተ ግን እንዲህ አሽቀንጥሮ ሊጥ,1,1,0,0,0,0
Amharic,ከኦሮሞ ከገበያ ሲመለሱ ጠጅ አረቄ ከጎደኛው ጋር ጠጥቶ ሲመለሱ በዱላ ይደባደባሉ የአመችሳ የዛር መንፈስ ስላላቸው ደም አፍስሰው ማየት ይ,0,1,0,0,0,0
Amharic,አፍሪካ ውስጥ ዲሞክራሲ የሚባለውን ነገር ድንገት ውልብ ሲል ካያችሁት ሰላም ብሎሃል በሉልኝ አደራችሁን?,0,0,0,0,0,0
Amharic,በአደባባይ ይህን መሰለ ህዝብን የማጥፋት ቅስቀሳ ብቻ ሳይሆን ድርጊትም እየተፈጸም ብልጽግና ብለው በእየለቱ ሲያምታቱ ማየት ያማል የጉራጌ ማህበ,1,0,0,0,1,0
Amharic,በጣም የሚያሳዝነው ነገር የአማራ ክልል ሕ,0,0,0,0,1,0
Amharic,እንኳን በተለያዩ ተቃምቃም እንኳን ደስ አላችሁ? ግን የውነት አነሳለት?,0,0,0,1,0,0
Amharic,እንኳን በተለያዩ ተቃምቃም እንኳን ደስ አላችሁ? ግን የውነት አነሳለት?,0,0,0,1,0,0
Amharic,እንኳን በተለያዩ ተቃምቃም እንኳን ደስ አላችሁ? ግን የውነት አነሳለት?,0,0,0,1,0,0
Amharic,እንኳን በተለያዩ ተቃምቃም እንኳን ደስ አላችሁ? ግን የውነት አነሳለት?,0,1,0,0,1,0
Amharic,እንኳን በተለያዩ ተቃምቃም እንኳን ደስ አላችሁ? ግን የውነት አነሳለት?,0,1,0,0,1,0
Amharic,እንኳን በተለያዩ ተቃምቃም እንኳን ደስ አላችሁ? ግን የውነት አነሳለት?,0,1,0,0,1,0
Amharic,እንኳን በተለያዩ ተቃምቃም እንኳን ደስ አላችሁ? ግን የውነት አነሳለት?,0,0,0,0,0,1
Amharic,እንኳን በተለያዩ ተቃምቃም እንኳን ደስ አላችሁ? ግን የውነት አነሳለት?,0,0,0,0,0,1
Amharic,እንኳን በተለያዩ ተቃምቃም እንኳን ደስ አላችሁ? ግን የውነት አነሳለት?,0,0,0,0,0,1
Amharic,እንኳን በተለያዩ ተቃምቃም እንኳን ደስ አላችሁ? ግን የውነት አነሳለት?,1,1,0,0,0,0
Amharic,እንኳን በተለያዩ ተቃምቃም እንኳን ደስ አላችሁ? ግን የውነት አነሳለት?,1,1,0,0,0,0
Amharic,እንኳን በተለያዩ ተቃምቃም እንኳን ደስ አላችሁ? ግን የውነት አነሳለት?,1,1,0,0,0,0
Amharic,እንካን ደስ አላቹ ያለም ያርገው ልጆቻም ተባረኩ እንካን ደስ አላቹ ያለም ያርገው ልጆቻም ተባረኩ እንካን ደስ አላቹ ያለም ያርገው ልጆቻም ተባረኩ እንካን ደስ አላቹ ያለም ያርገው ልጆቻም ተባረኩ እንካን ደስ አላቹ ያለም ያርገው ልጆቻም ተባረኩ እንካን ደስ አላቹ ያለም,0,0,0,1,0,0
Amharic,አንተርክም በተለያዩ አደገኛ ውድቀት በተለያዩ አደገኛ ውድቀት በተለያዩ አደገኛ ውድቀት በተለያዩ አደገኛ ውድቀት በተለያዩ አደገኛ ውድቀት በተለያዩ አደገኛ ውድቀት በተለያዩ አደገኛ ውድቀት በተለያዩ አደገኛ ውድቀት በተ,1,1,0,0,0,0
Amharic,እንጂ ለምንድነው የሩሲያና የዩክሬን ጦርነት ጆሮ ለመስማት የሚፈልገው ከጦርነትም አቅም እንደትልቅ ነገር እድል የሚባል ጣኦት አይቶታል ማለት ነው,0,0,0,0,0,0
Amharic,አለም እስካሁን በአገኘው አጋጣሚ ሁሉ እስራኤላውያንን በእጅጉ በድሏል አሁን ላይ ግን ያአይቻልም እስራኤልን መንካት ም,1,0,0,0,0,0
Amharic,አፍንጫዋን እንደ,0,1,0,0,1,0
Amharic,እግዚአብሔር ማረፊያ መደምደሚያ ያሳምርልሽ እግዚአብሔር ጠበቃ ይሁንልሽ በጣም ያማል እፍፍፍ ተስፋ በአምላክሽ ይሁንልሽ ተስፋ በአምላክሽ ይሁንልሽ ተስፋ በአምላክሽ ይሁንልሽ ተስፋ በአም,0,0,0,0,1,0
Amharic,ኢትዮጵያ ቦንድ ብድር ወለድ በገንዘብ እጥረት አለመሆኑን ሚኒስቴር አስታወቀችን።,0,0,0,0,0,0
Amharic,ተከታታታይ ፕራንክ መጨረሻ ማየት ነው የናፈቀኝ 😀,0,0,0,1,0,0
Amharic,የዚችን ተከታታታይ ፕራንክ መጨረሻ ማየት ነው የናፈቀኝ 😀,0,0,0,1,0,0
Amharic,ኡፍ ጦርነት ጉዳት እንጂ ጥቅም የለውም አምላኬ ሆይ እባክህ ስለሚስኪኖች ስትል ሰላሙን አውርድልን😭🙏,0,0,0,0,1,0
Amharic,አይ አለማወቅ አንዳንዴ አለማወቅ እንዴት ደስ ይላል,0,1,0,0,1,0
Amharic,ብአዴን ማለት አማራ ህዝብ በተለያዩ ተቃምቃም ነው,0,1,0,0,0,0
Amharic,እንደምን አይነት ነውረኛ ነህ,1,1,0,0,0,0
Amharic,አማረ በጣም የዋህ ሰው ነውዝም ብሎ የልጆች አስተማሪ ነገርሃገራት የሚሊተሪ ሃይላቸውን በመጠቀም እንዳደጉ እንግኪዝና አሜሪካን አይቶ መማር የምይፈልግ,0,0,0,0,0,0
Amharic,እኔ ምልህ ሰሞኑን INSA ከCrypto ጋር ግንኙነት ያላችሁ ሰዎች ተመዝገቡ የሚሉት tax ለማድረግ አስበው ነው? እኔ ምልህ ሰሞኑን INSA ከCrypto ጋር ግንኙነት ያላችሁ ሰዎች ተመዝገቡ የሚሉት tax ለማድረግ አስበው ነው? እኔ ምልህ ሰሞኑን INSA ከCrypto ጋር ግንኙነት ያላ,0,0,0,0,0,0
Amharic,እኔ ምልህ ሰሞኑን INSA ከCrypto ጋር ግንኙነት ያላችሁ ሰዎች ተመዝገቡ የሚሉት tax ለማድረግ አስበው ነው? እኔ ምልህ ሰሞኑን INSA ከCrypto ጋር ግንኙነት ያላችሁ ሰዎች ተመዝገቡ የሚሉት tax ለማድረግ አስበው ነው? እኔ ምልህ ሰሞኑን INSA ከCrypto ጋር ግንኙነት ያላ,1,0,0,0,0,0
Amharic,እኔ እንደ አንድ,1,1,0,0,0,0
Amharic,በዛውም በአማራ ህዝብ ላይ ላወጀው ጦርነት ስንት ብር እንደበጀተ ብትጠይቅልን። መቼም የሰዉ ሞት እንደኪሳራ እንደማይቆጥሩት ግልፅ ነው። ጊዜ ለኩሉ!,0,1,0,0,1,0
Amharic,በዲማሽ አስገራሚ ሙዚቃ ነፍሴን ይሞላታል ፣ ደስተኛ ያደርገኛል STRANGER TOUR ElAmorEnTi TheStoryOfOneSky,0,0,0,1,0,0
Amharic,እንደሞጣ አይነት መሀይም ወይም አለ?,0,1,0,0,0,0
Amharic,እንደሞጣ አይነት መሀይም ወይም አለአለ?,0,1,0,0,0,0
Amharic,"አማራ ህዝብ በቀርባት ቀን አደርገው ሁለትቀን ለምን አላደገውም ይሄ ሽፍላ ምን ሊያመጣ ነው የሚያስፈራራውን ይፈልግ ድልል ለፋኖኖ ድል ለአማራ ህዝብ,
አማራ ህዝብ በቀርባት ቀን",1,0,0,0,0,0
Amharic,በድለውናል ይበቃናል ከዚህ በላይ እንዲበድሉን መፍቀድ የለብንም! ወዲህ ደግሞ ቀይ ሽብር በገሐድ ተጀምሯል።,1,0,0,0,1,0
Amharic,በአሜሪካ ቁጥጥር ሥር በአሜሪካዊ ወታደር ተባለ ፈቃድ የገባው ሰሜን ኮሪያ ነው,0,0,0,0,0,0
Amharic,እነምስነት እና ተከታተር ተቃምምታለን እንግዝአብሔር ተቃምምታለን እንግዝአብሔር ተቃምምታ,0,0,0,1,0,1
Amharic,እቺ ከሰው ልጆች ተገልላ ዕድሜ ልክ መታሰር አለባት።,1,1,0,0,0,0
Amharic,እቺ ሰው ልጆች ተገልላ ዕድሜ ልክ መታሰር አለባት።,1,1,0,0,0,0
Amharic,እቺ ልጆች ተገልላ ዕድሜ ልክ መታሰር አለባት።,1,1,0,0,0,0
Amharic,ሰላም እንዴት ነህ በአርሲ ዞን ሽርካ ወረዳማንነታቸው ያልታወቁ የታጣቂዎች ጥቃት እስካሁንም ከ50 ሰዉ በላይ ተረሽነዋል,0,0,0,0,1,0
Amharic,ኣንዳፍታ ኣንድ ለእውነት የቆመ ተንታኝ ያለህ ይህ ሰው ኦሃድ ነው እሱን ባቀረብክበት መድረክ እነዚያ ቱልቱላ እ,0,0,0,1,1,0
Amharic,ሀይ ሰው ልጅ እማይችለው ነገር የለም በጣም ይዘገንናል ታሪኩ,0,0,0,0,1,0
Amharic,አሊ ሰይድ ተቃኝም ነው እያልክ ስለሆነ በዚሁ ቀጥል ።,0,1,0,0,0,0
Amharic,ትልቅ መልዕክት ነው እኔም ለሀገሬ ቢሆን ደስ የሚለኝ ይሄው ነው,0,0,0,1,0,0
Amharic,እንደ ምርጥ ተተተኪ የለለለሽ ደንቆሮ እኮ ነሽ ሮቶ አፍ ነው፡፡,0,1,0,0,0,0
Amharic,በተለይ በሰምከተኝ እና በተሰኘተኝ ነዉ ።,0,0,0,1,0,1
Amharic,በሐይማኖት ስም የሚነግዱ ጳጳስ ተገዝተው ሐገርን ለማፍረስ ከሽብርተኞች ጋር ተመ,0,1,0,0,1,0
Amharic,ከባድ ነዉ እግዚአብሔር የሟቹን ሞት የማይወድ አምላክ ለሁሉም ንፁሃን ይድ,0,0,0,0,1,0
Amharic,በጣም ያማል የህፃን አምላክ ይፍረድባት,0,0,0,0,1,0
Amharic,በጣም ጭቅላት ያለህ ይመስለኝ ነበር አንተንና አዳነች አቤቤቤ ፀረ ኦርቶዶክስ ስራችሁን አቁሙን አቁሙን አቁሙን አቁሙን አቁሙን አቁሙን አቁሙን አቁሙን አቁሙን አቁሙን አቁሙን አቁሙን አቁሙን አቁሙን አቁሙን አቁሙን አ,0,1,0,0,0,0
Amharic,እውነተኝ ፍቅር ሀያል ነው ሊዮ አሳዘነኝ,0,0,0,0,1,0
Amharic,አባታችን ሆይአቡነ ዘበሰማያትን በዘፈን ትሠሩታላቹ አቤት ብልግና እናንተማ ኢዮጵያዊነታቹ መሠረዝ አለበት,1,1,0,0,0,0
Amharic,በቅርቡ ከወጣው ኮንዶሚኒየም ዕጣ ጋር በተያያዘ የተጠረጠሩ በቁጥጥር ስር መዋላቸው ተነገረ,0,0,0,0,0,0
Amharic,በህይወት ዘመናቹህ መቼም የማታፍሩበት አንድ ሃቅ ልንገራቹህ በኦሮሞ ነፃነት ግንባር ተፈፀመ የተባለው ኢሰብኣዊና አሳዛኝ ድርጊት,0,1,0,0,0,0
Amharic,እንደምትይኝ እናንተም አክባሪዎቹ እግዜር ያክብራችሁ,0,0,0,1,0,0
